,STATE,TIME,TSO4,TNO3,TNH4,CA,MG,NA,K,CL,NSO4,NHNO3,WSO2,WNO3,TOTAL_SO2,TOTAL_NO3,YEAR,MONTH
2321,NJ,10-Jun,3.6256199999999996,0.2067,1.23662,0.28592,0.04372,0.07532,0.1107,0.0332,0.7578600000000001,2.08736,1.7412400000000001,,2.24674,2.2608599999999996,10,Jun
2322,NJ,11-Jun,3.7964,0.227375,1.28305,0.170925,0.044625,0.09135,0.1113,0.03365,0.761075,2.102425,0.8540000000000001,,1.361625,2.2964,11,Jun
2323,NJ,12-Jun,2.255725,0.3743,0.74975,0.20635,0.06045,0.20975,0.072375,0.1208,0.5366,1.6053,0.67855,,1.03645,1.9541,12,Jun
2324,NJ,13-Jun,1.80075,0.33445,0.600425,0.1187,0.039575,0.153875,0.0764,0.07905,0.44145,1.2429,0.43655,,0.730975,1.55765,13,Jun
2325,NJ,14-Jun,1.4952,0.659975,0.49335,0.1467,0.05555,0.2572,0.0673,0.045725,0.352275,1.2774,0.45285,,0.6878,1.917075,14,Jun
2326,NJ,15-Jun,1.60746,0.50454,0.5300600000000001,0.11592000000000001,0.04582,0.18774000000000002,0.10024,0.06456,0.38084,1.45502,0.27952,,0.53356,1.9364400000000002,15,Jun
2327,NJ,16-Jun,1.1418,0.3199,0.405025,0.215175,0.05075,0.08705,0.08355,0.039025,0.4218,1.69905,0.46215,,0.743475,1.9919,16,Jun
2328,NJ,17-Jun,1.3707,0.4661,0.409075,0.20135,0.061025,0.214675,0.089675,0.0492,0.245875,1.352575,0.338825,,0.50285,1.7972,17,Jun
2329,NJ,18-Jun,1.0706,0.41100000000000003,0.332375,0.171325,0.0555,0.205975,0.07295,0.033275,0.301475,1.077225,0.2344,,0.435475,1.471125,18,Jun
2330,NJ,8-Jul,5.63248,0.11417999999999999,1.81892,0.1903,0.05064,0.08617999999999999,0.10064,0.03258,1.2383,2.53458,2.56596,,3.3919,2.6084400000000003,8,Jul
2331,NJ,9-Jul,3.725575,0.1505,1.18445,0.129325,0.0377,0.102525,0.098925,0.033175,0.57975,1.6189,1.146575,,1.533275,1.74365,9,Jul
2332,NJ,10-Jul,3.706525,0.12975,1.173625,0.1528,0.046825,0.1376,0.08715,0.032925,0.79875,1.90465,1.4880000000000002,,2.020775,2.004125,10,Jul
2333,NJ,11-Jul,4.505425,0.25965,1.5223,0.19965,0.0522,0.125275,0.08025,0.034875,0.82715,1.9678,1.289825,,1.84155,2.19615,11,Jul
2334,NJ,12-Jul,2.5046,0.21866,0.7510399999999999,0.15052000000000001,0.04802,0.1557,0.0861,0.033319999999999995,0.5789,1.8158,0.5874199999999999,,0.97354,2.0056,12,Jul
2335,NJ,13-Jul,2.7441400000000002,0.26408000000000004,0.82396,0.16268,0.04892,0.14378,0.09892000000000001,0.03338,0.61968,1.34168,0.53584,,0.9491799999999999,1.5844200000000002,13,Jul
2336,NJ,14-Jul,1.74852,0.2688,0.5447,0.1453,0.04258,0.11308,0.08532000000000001,0.0334,0.31945999999999997,1.5883399999999999,0.44703999999999994,,0.6601,1.83188,14,Jul
2337,NJ,15-Jul,1.87395,0.24345,0.625725,0.172075,0.0425,0.0867,0.0677,0.0331,0.38845,1.364125,0.46735,,0.72645,1.585875,15,Jul
2338,NJ,16-Jul,1.6513,0.33035,0.543075,0.1541,0.04475,0.132325,0.0802,0.105975,0.366875,1.381625,0.40815,,0.65285,1.689975,16,Jul
2339,NJ,17-Jul,1.3649,0.301125,0.430925,0.14445,0.050425,0.11775,0.119725,0.033825,0.27465,1.2202,0.23825,,0.421425,1.501925,17,Jul
2340,NJ,18-Jul,1.16526,0.3781,0.30696,0.1436,0.07038,0.35894000000000004,0.09466000000000001,0.31892,0.2169,0.9737399999999999,0.2195,,0.3642,1.3363399999999999,18,Jul
2341,NJ,8-Aug,3.308975,0.235375,0.9939,0.151,0.041525,0.120025,0.05935,0.032875,1.009125,1.77745,2.15105,,2.8241,1.984575,8,Aug
2342,NJ,9-Aug,4.501075,0.09985,1.3514,0.127625,0.0334,0.07715,0.123425,0.033425,0.68265,1.456875,1.364725,,1.820025,1.533575,9,Aug
2343,NJ,10-Aug,3.5309,0.39116,1.0587799999999998,0.21402,0.07336000000000001,0.304,0.08348,0.12986,0.80512,1.7781799999999999,1.8464,,2.38342,2.14106,10,Aug
2344,NJ,11-Aug,2.622525,0.261,0.876325,0.1161,0.041325,0.176225,0.075225,0.046825,0.550175,1.2935,0.529525,,0.896475,1.533925,11,Aug
2345,NJ,12-Aug,2.77605,0.362125,0.88115,0.15235,0.05,0.2019,0.08075,0.1224,0.473275,1.377575,0.4161,,0.731775,1.7178,12,Aug
2346,NJ,13-Aug,2.02865,0.283325,0.679575,0.1631,0.037925,0.0971,0.065625,0.0338,0.420475,1.4157,0.385775,,0.6662,1.6765,13,Aug
2347,NJ,14-Aug,1.18325,0.2635,0.35100000000000003,0.14395,0.04075,0.153975,0.056725,0.03955,0.41925,1.1559,0.3123,,0.591875,1.40105,14,Aug
2348,NJ,15-Aug,1.6687,0.374875,0.54475,0.194225,0.04655,0.1167,0.056825,0.0488,0.423475,1.341325,0.408425,,0.690825,1.69485,15,Aug
2349,NJ,16-Aug,1.15648,0.34496,0.35224,0.14822000000000002,0.04676,0.1609,0.06692000000000001,0.033280000000000004,0.37266,1.2264,0.33426,,0.58286,1.55182,16,Aug
2350,NJ,17-Aug,1.05138,0.29698,0.39461999999999997,0.12314000000000001,0.035039999999999995,0.12584,0.07306,0.08766,0.19435999999999998,0.8711200000000001,0.32742,,0.45706,1.15422,17,Aug
2351,NJ,18-Aug,1.4616333330000002,0.34943333299999996,0.5362,0.1539,0.046133333,0.11233333300000001,0.10516666699999999,0.061833333,0.244466667,0.9439,0.215533333,,0.3786,1.278333333,18,Aug
2352,NJ,8-Sep,3.06694,0.46581999999999996,0.8782,0.14868,0.06197999999999999,0.3124,0.0689,0.07586,0.68904,1.5639,1.9288599999999998,,2.38844,2.00486,8,Sep
2353,NJ,9-Sep,1.7202,0.53774,0.43286,0.14362,0.061360000000000005,0.34348,0.11548,0.1933,0.44664,0.8096399999999999,0.56292,,0.86082,1.3344799999999999,9,Sep
2354,NJ,10-Sep,2.03015,0.5597,0.643525,0.160875,0.063875,0.311375,0.091375,0.263575,0.52635,1.140875,1.074,,1.425025,1.68245,10,Sep
2355,NJ,11-Sep,2.03195,0.608975,0.715725,0.105,0.047475,0.2484,0.078675,0.12735,0.3771,0.948225,0.28575,,0.53725,1.5421,11,Sep
2356,NJ,12-Sep,1.55005,0.429275,0.526275,0.1339,0.0484,0.167925,0.060175,0.091025,0.442825,1.116775,0.367225,,0.662625,1.528325,12,Sep
2357,NJ,13-Sep,1.4871,0.28295,0.49635,0.1576,0.042875,0.140775,0.055975,0.094125,0.4172,1.34705,0.408825,,0.6871,1.608575,13,Sep
2358,NJ,14-Sep,1.57746,0.52408,0.46993999999999997,0.14232,0.061239999999999996,0.3394,0.054920000000000004,0.20558,0.31684,0.80686,0.25216,,0.4635,1.3181,14,Sep
2359,NJ,15-Sep,1.5217200000000002,0.7195600000000001,0.35596,0.17332,0.1096,0.6853199999999999,0.07447999999999999,0.80108,0.3314,1.19286,0.50576,,0.72682,1.89346,15,Sep
2360,NJ,16-Sep,1.0328,0.719775,0.333575,0.136675,0.05745,0.301375,0.054025,0.16955,0.289575,1.00465,0.23195,,0.425125,1.708475,16,Sep
2361,NJ,17-Sep,0.873675,0.4646,0.3185,0.162275,0.04025,0.114075,0.0618,0.04065,0.157625,0.87265,0.204275,,0.3094,1.323375,17,Sep
2362,NY,8-Jan,1.7748,0.5954263160000001,0.627015789,0.09175263199999999,0.017931579,0.11885263199999999,0.028942105,0.035957895,0.767521053,1.4195,4.014121053,,4.526036842,1.992357895,8,Jan
2363,NY,9-Jan,1.6943375,0.74830625,0.70275,0.085325,0.01430625,0.1349125,0.04200625,0.03321875,0.99874375,1.205775,3.7937125,,4.459875,1.934925,9,Jan
2364,NY,10-Jan,1.35001875,0.62414375,0.57294375,0.07751875,0.01390625,0.10921875,0.0289875,0.0604625,0.495125,0.71979375,1.4526875,,1.782925,1.33248125,10,Jan
2365,NY,11-Jan,1.266766667,0.660541667,0.5796916670000001,0.051183333,0.010583333,0.084658333,0.024808333,0.050216667,0.546908333,0.6358166670000001,1.474475,,1.839258333,1.286233333,11,Jan
2366,NY,12-Jan,0.9122450000000001,0.657175,0.42461499999999996,0.112505,0.01641,0.101255,0.028865,0.08106000000000001,0.4923,0.46188500000000005,0.741685,,1.0700399999999999,1.1117299999999999,12,Jan
2367,NY,13-Jan,1.1565310340000001,0.588055172,0.523175862,0.08436896599999999,0.014437931000000001,0.090327586,0.028972414,0.053537931,0.528296552,0.5972931029999999,0.7747310340000001,,1.127110345,1.1758517240000002,13,Jan
2368,NY,14-Jan,1.153758333,1.1567958329999999,0.6366875,0.104325,0.017658333000000002,0.151970833,0.0318,0.1007,0.575541667,0.5906625,1.442575,,1.8264541669999999,1.7380458330000002,14,Jan
2369,NY,15-Jan,1.013972727,0.678204545,0.450795455,0.094131818,0.014586364,0.148331818,0.029204545,0.074368182,0.544295455,0.469854545,1.247440909,,1.6105,1.1406,15,Jan
2370,NY,16-Jan,0.712068,0.686728,0.360356,0.085708,0.012116,0.10291600000000001,0.025632,0.07046799999999999,0.376368,0.451664,0.5757800000000001,,0.826824,1.131224,16,Jan
2371,NY,17-Jan,0.5833696970000001,0.580036364,0.317557576,0.07794242400000001,0.012084848,0.063924242,0.021706061000000002,0.048475758,0.218742424,0.379321212,0.35176969700000005,,0.497657576,0.953333333,17,Jan
2372,NY,18-Jan,0.6252275860000001,0.932206897,0.40969310299999995,0.088262069,0.015944828,0.118758621,0.029306897000000002,0.08963793099999999,0.25228275899999997,0.407103448,0.37707586200000004,,0.545351724,1.3328275859999998,18,Jan
2373,NY,8-Oct,1.3841,0.33619375,0.5032,0.1603,0.0221125,0.0444,0.0363,0.02988125,0.58575625,0.8165125,1.58680625,,1.97750625,1.1397375,8,Oct
2374,NY,9-Oct,0.9690000000000001,0.22074000000000002,0.36416666700000005,0.060666667,0.01112,0.025906667,0.040080000000000005,0.034753333,0.35478000000000004,0.46631999999999996,0.730006667,,0.966653333,0.679653333,9,Oct
2375,NY,10-Oct,0.8689125,0.37830625,0.34616875,0.1927375,0.02813125,0.01759375,0.04145,0.03278125,0.38858125,0.43404375,0.67034375,,0.929525,0.80545625,10,Oct
2376,NY,11-Oct,0.9956625,0.35455,0.4196875,0.1683875,0.02340625,0.03151875,0.03571875,0.02988125,0.34951875,0.493475,0.5188875,,0.75201875,0.84016875,11,Oct
2377,NY,12-Oct,0.992733333,0.248466667,0.395211111,0.118811111,0.016166667,0.036005556,0.028672222,0.038988889,0.30395,0.47405,0.2314,,0.434138889,0.714972222,12,Oct
2378,NY,13-Oct,1.162319231,0.272503846,0.4486,0.109884615,0.018734615,0.050942308,0.032034615,0.029803846000000002,0.291907692,0.5172423079999999,0.322257692,,0.516942308,0.781515385,13,Oct
2379,NY,14-Oct,0.819418182,0.282622727,0.31069090899999996,0.167422727,0.025340909,0.065068182,0.031968182000000005,0.046372727,0.227036364,0.398827273,0.38143636399999997,,0.532872727,0.675095455,14,Oct
2380,NY,15-Oct,0.6564125,0.237075,0.245466667,0.156091667,0.0201125,0.021595833,0.0297625,0.025541667,0.2155625,0.37963333299999996,0.41129583299999994,,0.5550708329999999,0.610670833,15,Oct
2381,NY,16-Oct,0.475689286,0.230567857,0.18605,0.10138214300000001,0.015482143,0.043596429000000006,0.035910713999999996,0.024428571,0.138792857,0.328389286,0.290367857,,0.382946429,0.553742857,16,Oct
2382,NY,17-Oct,0.5904033329999999,0.272493333,0.220956667,0.13114,0.02185,0.06327999999999999,0.036156667,0.027873332999999997,0.126976667,0.402683333,0.21201,,0.2967,0.66878,17,Oct
2383,NY,8-Nov,1.23915,0.3544,0.4876375,0.09176875,0.0120125,0.04345625,0.0350125,0.03093125,0.6356625,0.68931875,1.29500625,,1.719,1.03275,8,Nov
2384,NY,9-Nov,1.1083125,0.43413125,0.44200625,0.121525,0.0187875,0.06638125,0.039625,0.03433125,0.3236625,0.59363125,1.0246625,,1.2405625,1.0183125,9,Nov
2385,NY,10-Nov,0.8480684209999999,0.46786842100000003,0.419689474,0.085815789,0.011673683999999998,0.032142105,0.020952632,0.031136842,0.31000526300000003,0.437373684,0.6169,,0.8236736840000001,0.898305263,10,Nov
2386,NY,11-Nov,1.141815789,0.584,0.49644736799999994,0.1214,0.022847368,0.091510526,0.033657895,0.0446,0.451236842,0.8154315790000001,1.012136842,,1.313105263,1.386473684,11,Nov
2387,NY,12-Nov,1.216233333,0.881877778,0.625555556,0.1273,0.018127778,0.044822222,0.033011111,0.027144444,0.38285555600000004,0.738866667,0.630564706,,0.8890705879999999,1.6089722219999998,12,Nov
2388,NY,13-Nov,0.82005,0.518875,0.366875,0.0890375,0.019216667,0.09369166699999999,0.0373,0.044120833,0.38956666700000003,0.471625,0.729145833,,0.9889958329999999,0.983016667,13,Nov
2389,NY,14-Nov,1.117873913,0.587308696,0.489356522,0.10583913,0.015508696,0.048395652000000004,0.0282,0.026091304,0.37080434799999995,0.562017391,0.849869565,,1.097191304,1.140408696,14,Nov
2390,NY,15-Nov,0.635626087,0.41110434799999995,0.272,0.09023478300000001,0.017830435,0.074973913,0.024369565,0.057534783,0.254530435,0.50353913,0.42092173899999996,,0.590691304,0.906643478,15,Nov
2391,NY,16-Nov,0.568602857,0.28328571399999997,0.242845714,0.112722857,0.014459999999999999,0.029991429,0.065062857,0.027805714,0.17191142899999998,0.44973714299999995,0.41973999999999995,,0.53438,0.7258600000000001,16,Nov
2392,NY,17-Nov,0.579207143,0.655628571,0.339782143,0.103496429,0.014171429,0.041060714,0.027442857,0.030875,0.165321429,0.419685714,0.292089286,,0.402364286,1.068646429,17,Nov
2393,NY,8-Dec,1.350725,0.5317149999999999,0.519295,0.08190499999999999,0.022315,0.134225,0.035505,0.08487,0.821075,0.823425,2.097995,,2.64566,1.34204,8,Dec
2394,NY,9-Dec,1.085573684,0.655957895,0.502626316,0.067873684,0.015031579,0.08751578900000001,0.053352632000000004,0.06736315799999999,0.507921053,0.450936842,1.032605263,,1.371394737,1.099731579,9,Dec
2395,NY,10-Dec,1.21138,0.827113333,0.6091133329999999,0.073633333,0.012453333,0.084713333,0.024086667000000003,0.045626667,0.442066667,0.5632199999999999,1.1938,,1.48866,1.3813799999999998,10,Dec
2396,NY,11-Dec,0.9453799999999999,0.73512,0.509853333,0.071633333,0.010913333,0.048813333,0.022853332999999997,0.034166667000000005,0.536873333,0.687853333,0.9854799999999999,,1.3435733330000001,1.412053333,11,Dec
2397,NY,12-Dec,0.800077273,0.5433272729999999,0.39552727299999996,0.088068182,0.011959091000000002,0.04514090900000001,0.020190909,0.025722727,0.36009090899999996,0.39866818200000004,0.47321818200000004,,0.713395455,0.93565,12,Dec
2398,NY,13-Dec,1.145431034,0.741231034,0.576144828,0.068237931,0.012113793000000001,0.079917241,0.028537931000000002,0.039086207000000005,0.562434483,0.595851724,0.852444828,,1.227593103,1.3276068970000001,13,Dec
2399,NY,14-Dec,0.75444,0.41066,0.33805,0.09109333300000001,0.011863333,0.042583333,0.018741379,0.038813333,0.302893333,0.315556667,0.43057,,0.6326,0.7211966670000001,14,Dec
2400,NY,15-Dec,0.877996552,0.524582759,0.430258621,0.066613793,0.010868966,0.038,0.023531034,0.0363,0.236251724,0.555737931,0.23189310300000002,,0.389458621,1.071482759,15,Dec
2401,NY,16-Dec,0.696588462,0.662265385,0.375415385,0.055165385,0.010911538,0.066915385,0.022907692,0.043326922999999996,0.261488462,0.38705,0.45231153799999996,,0.626738462,1.043153846,16,Dec
2402,NY,17-Dec,0.537369565,0.685417391,0.33466087,0.061686957,0.012343478,0.059204348,0.022804348,0.035765217,0.214982609,0.264304348,0.22823913,,0.371617391,0.9455347829999999,17,Dec
2403,NY,8-Feb,1.90910625,0.60601875,0.71761875,0.0715125,0.01589375,0.09734375,0.026725,0.03300625,0.78513125,1.2829125,3.31728125,,3.8409625,1.86854375,8,Feb
2404,NY,9-Feb,1.3895066669999998,0.889813333,0.613,0.15312,0.024573333,0.15036,0.049086667,0.072786667,0.86736,0.742366667,2.166373333,,2.744906667,1.6203666669999999,9,Feb
2405,NY,10-Feb,1.10631875,0.75885,0.54504375,0.08738125,0.013225,0.08816875,0.039425,0.07935,0.51418125,0.47526875,0.70106875,,1.0440125,1.226575,10,Feb
2406,NY,11-Feb,1.477891667,0.553825,0.567525,0.09899166699999999,0.01905,0.122058333,0.0337,0.052416667,0.72995,0.838808333,2.33555,,2.822425,1.3793083330000002,11,Feb
2407,NY,12-Feb,1.1286625,0.64751875,0.52765,0.10838125,0.01716875,0.08668125,0.025225,0.06421875,0.5173125,0.54885,0.606325,,0.95139375,1.18765,12,Feb
2408,NY,13-Feb,1.1263727270000001,0.45187272700000003,0.457704545,0.078272727,0.016009091,0.108654545,0.022418182000000002,0.058990909,0.414190909,0.501495455,0.454313636,,0.730577273,0.9453909090000001,13,Feb
2409,NY,14-Feb,1.372378261,0.892047826,0.65423913,0.094856522,0.020213043,0.15117391300000002,0.031782608999999996,0.070747826,0.601173913,0.66376087,1.16926087,,1.570230435,1.5452652169999999,14,Feb
2410,NY,15-Feb,1.4303681819999998,0.9634090909999999,0.603522727,0.104277273,0.032622727000000004,0.208581818,0.039122727,0.07781363599999999,0.655677273,0.655704545,1.275868182,,1.713195455,1.608677273,15,Feb
2411,NY,16-Feb,0.578453571,0.394378571,0.24562857100000002,0.094728571,0.018178571,0.09505714300000001,0.022385713999999998,0.084735714,0.278132143,0.378778571,0.41829642899999997,,0.6038071429999999,0.767128571,16,Feb
2412,NY,17-Feb,0.7279962959999999,0.561340741,0.336133333,0.128918519,0.019751852,0.09624074099999999,0.026862962999999997,0.054733332999999995,0.215785185,0.455237037,0.58642963,,0.7303518520000001,1.009355556,17,Feb
2413,NY,18-Feb,0.78307037,0.7210259259999999,0.42729259299999994,0.088385185,0.013974074,0.056822222,0.044462963,0.029514815,0.145751852,0.417277778,0.24194444399999998,,0.33915185200000003,1.131677778,18,Feb
2414,NY,8-Mar,1.568442857,0.46061428600000004,0.595785714,0.109578571,0.0194,0.059714286,0.022685714,0.029807142999999998,0.61665,0.87435,1.300464286,,1.711757143,1.321071429,8,Mar
2415,NY,9-Mar,1.55616,0.79955,0.6334,0.21234,0.035685,0.10935,0.040652632,0.052035000000000005,0.593885,0.809045,1.067375,,1.46351,1.59574,9,Mar
2416,NY,10-Mar,1.265026316,0.676805263,0.519252632,0.2104,0.032647367999999996,0.07056842099999999,0.08356842099999999,0.041968421,0.326968421,0.743294737,0.8840684209999999,,1.102168421,1.408263158,10,Mar
2417,NY,11-Mar,1.160005882,0.5967705879999999,0.487064706,0.143141176,0.0264,0.088876471,0.027105882,0.053505882000000005,0.433,0.514682353,0.540011765,,0.828841176,1.103270588,11,Mar
2418,NY,12-Mar,1.231386667,0.368346667,0.44186666700000005,0.23243333300000002,0.033766667,0.079286667,0.03708,0.03394,0.28474,0.8183199999999999,0.564533333,,0.7544466670000001,1.173666667,12,Mar
2419,NY,13-Mar,0.999486364,0.48702272700000004,0.369104545,0.115227273,0.024595455,0.134509091,0.023631818,0.08427272699999999,0.333245455,0.396554545,0.36259090899999996,,0.584859091,0.877277273,13,Mar
2420,NY,14-Mar,1.320056522,0.7447869570000001,0.591204348,0.122408696,0.022113043,0.12400434800000001,0.028408696,0.05963913,0.446369565,0.512513043,0.6120782610000001,,0.909795652,1.24913913,14,Mar
2421,NY,15-Mar,1.121423333,0.725846667,0.48663999999999996,0.18591,0.030466667000000003,0.121153333,0.030180000000000002,0.066673333,0.39557666700000005,0.5482,0.66468,,0.9285399999999999,1.265333333,15,Mar
2422,NY,16-Mar,0.711112121,0.38542727299999996,0.267951515,0.122251515,0.021760606000000002,0.087087879,0.027569697,0.038678788,0.185563636,0.40071818200000003,0.34521212100000004,,0.468990909,0.7797666670000001,16,Mar
2423,NY,17-Mar,0.637713636,0.39771363600000004,0.275490909,0.128154545,0.023681817999999997,0.09613181800000001,0.023359091000000002,0.11055,0.163977273,0.298345455,0.493568182,,0.60295,0.691327273,17,Mar
2424,NY,18-Mar,0.48578928600000004,0.346139286,0.21455,0.12402857099999999,0.021625,0.078625,0.024792857,0.057189286,0.108714286,0.270253571,0.252967857,,0.325471429,0.612089286,18,Mar
2425,NY,8-Apr,2.167425,0.5606899999999999,0.72612,0.25895999999999997,0.051155,0.146335,0.048905000000000004,0.035905,0.404475,1.133685,1.224605,,1.4943899999999999,1.6763400000000002,8,Apr
2426,NY,9-Apr,1.625826667,0.25553333300000003,0.582313333,0.211046667,0.033706667,0.044853332999999995,0.036446667,0.031653333,0.36947333299999996,0.7813066670000001,0.9810200000000001,,1.2274399999999999,1.0244,9,Apr
2427,NY,10-Apr,1.3104375,0.3634125,0.4562,0.27000625,0.04476875,0.04933125,0.04923125,0.0290875,0.257675,0.6073,0.73916875,,0.9110375,0.96106875,10,Apr
2428,NY,11-Apr,1.4417375,0.34865,0.5362375,0.103625,0.02148125,0.05810625,0.032775,0.0331625,0.3368,0.7626125,0.4765625,,0.7012125,1.09914375,11,Apr
2429,NY,12-Apr,1.081146667,0.35152,0.42588666700000005,0.19232666699999998,0.030073332999999997,0.040666667000000004,0.030306667000000002,0.028480000000000002,0.266353333,0.57834,0.36432,,0.541973333,0.920666667,12,Apr
2430,NY,13-Apr,1.188107407,0.394137037,0.404585185,0.17529629600000002,0.033885185,0.1095,0.032374073999999996,0.038725926,0.196062963,0.593203704,0.281862963,,0.41262222200000004,0.977914815,13,Apr
2431,NY,14-Apr,1.123657143,0.31585,0.41970714299999995,0.16730714300000002,0.026346428999999998,0.064210714,0.029457142999999998,0.031307142999999996,0.180710714,0.532064286,0.362535714,,0.483064286,0.83945,14,Apr
2432,NY,15-Apr,0.844682609,0.27662608699999996,0.32113913,0.234830435,0.03213913,0.031282608999999996,0.029565217,0.024147826,0.139056522,0.491904348,0.38844347799999995,,0.4812,0.7607217390000001,15,Apr
2433,NY,16-Apr,0.70685,0.307119231,0.271738462,0.17125384600000002,0.02435,0.044438462000000005,0.029288462,0.028604,0.125684615,0.359769231,0.234315385,,0.318153846,0.661180769,16,Apr
2434,NY,17-Apr,0.562554167,0.1955875,0.217270833,0.12420416699999999,0.019345833,0.037541667,0.035575,0.025925,0.1125625,0.421304167,0.350083333,,0.42516666700000005,0.6101791670000001,17,Apr
2435,NY,18-Apr,0.612411111,0.3761,0.26541111100000003,0.131277778,0.022137037000000002,0.0395,0.032207692,0.027948148,0.08627037,0.34053703700000004,0.199611111,,0.257159259,0.7112259259999999,18,Apr
2436,NY,8-May,1.420075,0.24579375,0.51011875,0.18966875,0.03189375,0.02821875,0.0416125,0.0297125,0.41249375,0.69993125,0.8158,,1.09091875,0.93461875,8,May
2437,NY,9-May,1.532478571,0.238685714,0.5564071429999999,0.17528571399999998,0.027078571,0.023528571,0.04875,0.030542857000000003,0.288221429,0.6028571429999999,0.450028571,,0.642285714,0.831942857,9,May
2438,NY,10-May,1.29476875,0.233,0.46496875,0.16383125,0.02898125,0.05205,0.05790625,0.0275125,0.3059375,0.6914125,0.575275,,0.77934375,0.9134125,10,May
2439,NY,11-May,1.407188235,0.28897058800000003,0.5243,0.155629412,0.026017647,0.045776471,0.054025,0.026423528999999998,0.34498235299999996,0.647964706,0.439582353,,0.669676471,0.926641176,11,May
2440,NY,12-May,1.17845,0.20412,0.43251999999999996,0.17282999999999998,0.028285,0.02822,0.04453,0.027875,0.190045,0.670465,0.2438,,0.370575,0.8639049999999999,12,May
2441,NY,13-May,1.3052190479999999,0.22092381,0.430014286,0.15142381,0.027309523999999998,0.061114286,0.046466667,0.024642857,0.23491428600000003,0.529628571,0.278985714,,0.435690476,0.742128571,13,May
2442,NY,14-May,1.23016087,0.246947826,0.441952174,0.18399565199999998,0.031447826,0.04243913,0.043591304000000004,0.025043477999999997,0.20739565199999999,0.705717391,0.283934783,,0.42227391299999995,0.9414652170000001,14,May
2443,NY,15-May,1.219758333,0.207108333,0.4227125,0.1612375,0.029116667000000002,0.050379167,0.046352174,0.024091667,0.210154167,0.678908333,0.2943875,,0.434545833,0.875225,15,May
2444,NY,16-May,0.796748571,0.171102857,0.28721428600000004,0.18858,0.028494286,0.024548571,0.041482857000000005,0.024025714,0.1382,0.528777143,0.2471,,0.33928,0.6914685709999999,16,May
2445,NY,17-May,0.514324242,0.170275758,0.192172727,0.136269697,0.021581818,0.026566667000000002,0.040324242,0.023881818,0.093357576,0.359927273,0.24689393899999998,,0.309181818,0.524475758,17,May
2446,NY,18-May,0.632827273,0.161363636,0.22709090899999998,0.16999697,0.027648485,0.027781818,0.042906060999999995,0.023142423999999998,0.099109091,0.5155848479999999,0.18549090899999998,,0.25160303,0.668751515,18,May
2447,NY,8-Jun,2.6277533330000002,0.12454000000000001,0.8882066670000001,0.11203333300000001,0.020040000000000002,0.032926667,0.056166667,0.027339999999999996,0.547426667,0.8711,0.729373333,,1.0945133329999999,0.981813333,8,Jun
2448,NY,9-Jun,1.247961111,0.180027778,0.456161111,0.139383333,0.021744443999999998,0.022138889,0.040266667,0.027033333,0.21579444399999997,0.666688889,0.261544444,,0.40547777799999996,0.8361111109999999,9,Jun
2449,NY,10-Jun,1.8233650000000001,0.12423499999999998,0.67472,0.14057,0.01989,0.018065,0.06976,0.027745,0.36138000000000003,0.65818,0.49341,,0.734445,0.771935,10,Jun
2450,NY,11-Jun,1.520282353,0.161335294,0.583305882,0.136752941,0.020735293999999998,0.020594118,0.058676470999999994,0.028982353,0.39782941200000005,0.616641176,0.4346,,0.6999411759999999,0.7681823529999999,11,Jun
2451,NY,12-Jun,1.54496875,0.258575,0.5744,0.24319375,0.0370375,0.06240625,0.05469375,0.0312875,0.35748125,0.8124375,0.3814,,0.61984375,1.05810625,12,Jun
2452,NY,13-Jun,1.299708696,0.146969565,0.471447826,0.122956522,0.018456522,0.022091304,0.0531,0.023730435,0.213247826,0.5233434779999999,0.230473913,,0.37270434799999996,0.661995652,13,Jun
2453,NY,14-Jun,0.9688120000000001,0.14118,0.353292,0.11912400000000001,0.018940000000000002,0.028952,0.046919999999999996,0.024596,0.190852,0.46258,0.25794,,0.385232,0.5964079999999999,14,Jun
2454,NY,15-Jun,0.8635724140000001,0.11262069,0.331365517,0.091755172,0.014758621000000001,0.017868966,0.05354137900000001,0.023389655,0.141610345,0.45830689700000005,0.17714827600000002,,0.271610345,0.563651724,15,Jun
2455,NY,16-Jun,0.571864286,0.13405,0.235292857,0.156582143,0.023307143,0.020139286,0.046285714000000006,0.022789286000000002,0.161135714,0.489039286,0.296303571,,0.40377142899999996,0.615307143,16,Jun
2456,NY,17-Jun,0.728260714,0.153117857,0.290253571,0.164492857,0.024210713999999998,0.024789286,0.048835714,0.022782142999999998,0.119028571,0.448710714,0.17589285699999999,,0.255285714,0.594696429,17,Jun
2457,NY,18-Jun,0.6110479999999999,0.141456,0.227424,0.180756,0.025695999999999997,0.029444,0.044076,0.022112,0.11555599999999999,0.42856400000000006,0.13761199999999998,,0.214684,0.5632,18,Jun
2458,NY,8-Jul,3.158070588,0.134647059,0.993041176,0.17947058800000001,0.026858824,0.018529412,0.068076471,0.026923528999999998,0.684452941,1.015864706,0.878341176,,1.334882353,1.134364706,8,Jul
2459,NY,9-Jul,2.334805882,0.1191,0.788258824,0.152241176,0.022894117999999998,0.017735294,0.055205882000000005,0.027917647,0.351411765,0.651011765,0.574676471,,0.8090764709999999,0.759770588,9,Jul
2460,NY,10-Jul,2.47696875,0.1264625,0.8631125,0.16955,0.02600625,0.0377875,0.08425,0.0280875,0.520625,0.80791875,0.689075,,1.0363375,0.92151875,10,Jul
