,STATE,TIME,TSO4,TNO3,TNH4,CA,MG,NA,K,CL,NSO4,NHNO3,WSO2,WNO3,TOTAL_SO2,TOTAL_NO3,YEAR,MONTH
0,AL,8-Jan,2.2126799999999998,2.49736,1.4394,0.14445999999999998,0.030060000000000003,0.13054000000000002,0.056760000000000005,0.08616,0.86524,0.73974,5.6761,,6.25324,3.22534,8,Jan
1,AL,9-Jan,2.65165,3.1106,1.832225,0.204625,0.025675,0.098625,0.11855,0.085925,0.930625,0.631375,3.4113,,4.03205,3.731975,9,Jan
2,AL,10-Jan,2.355475,2.932625,1.6543,0.2031,0.022125,0.063375,0.064675,0.08005,0.859575,0.5728,3.277725,,3.85105,3.496325,10,Jan
3,AL,11-Jan,2.1864,2.898575,1.610325,0.172875,0.0191,0.0498,0.072375,0.058825,0.72685,0.466125,2.024775,,2.5096,3.357275,11,Jan
4,AL,12-Jan,1.5708600000000001,1.3596,0.8393799999999999,0.18886,0.03274,0.15404,0.07582,0.12242,0.5975199999999999,0.65872,0.8230200000000001,,1.2216,2.00782,12,Jan
5,AL,13-Jan,1.966,2.2620400000000003,1.26544,0.16877999999999999,0.04602,0.28336,0.06874,0.28581999999999996,0.68724,0.52712,0.86856,,1.3269600000000001,2.78078,13,Jan
6,AL,14-Jan,0.901566667,1.3823,0.6556,0.301,0.028566667,0.060866667,0.064533333,0.0363,0.5691,0.686133333,2.359666667,,2.739266667,2.0575333330000003,14,Jan
7,AL,15-Jan,1.55395,1.89075,1.018775,0.2109,0.022725,0.0636,0.074025,0.073875,0.613125,0.604425,1.2206,,1.629525,2.48555,15,Jan
8,AL,16-Jan,1.275325,1.701275,0.848075,0.151775,0.024425,0.119575,0.04535,0.10245,0.5118,0.684675,0.800675,,1.1421,2.37505,16,Jan
9,AL,17-Jan,1.17696,1.3748799999999999,0.59726,0.171,0.04498,0.2788,0.07122,0.15224000000000001,0.45303999999999994,0.49596,0.5682,,0.8704,1.8629,17,Jan
10,AL,18-Jan,0.9537399999999999,1.8899599999999999,0.7799,0.2013,0.03044,0.13952,0.06506,0.10528,0.35762,0.6644399999999999,0.70292,,0.9414399999999999,2.54382,18,Jan
11,AL,8-Oct,2.716275,1.035225,1.060075,0.246175,0.051375,0.222175,0.091325,0.110975,1.01515,1.32835,2.909625,,3.586725,2.3425,8,Oct
12,AL,9-Oct,2.048425,0.574675,0.84815,0.072025,0.01685,0.069225,0.0719,0.034625,0.64635,0.61525,0.9413,,1.37245,1.18015,9,Oct
13,AL,10-Oct,2.243975,0.656275,0.868475,0.52575,0.07355,0.095125,0.12055,0.05145,0.6097,1.286675,2.10485,,2.511475,1.92245,10,Oct
14,AL,11-Oct,1.8454,0.7651,0.759025,0.365175,0.055225,0.1459,0.111025,0.121275,0.66595,1.0539,1.4366,,1.880825,1.8023,11,Oct
15,AL,12-Oct,1.82928,0.8810399999999999,0.7117399999999999,0.38808000000000004,0.05338,0.13182,0.1111,0.054439999999999995,0.60598,0.7933,0.55094,,0.9551,1.66172,12,Oct
16,AL,13-Oct,1.8447,0.6494,0.8062600000000001,0.21128000000000002,0.030560000000000004,0.08386,0.08776,0.033319999999999995,0.47841999999999996,0.875,0.4149,,0.7340000000000001,1.5104799999999998,13,Oct
17,AL,14-Oct,1.7099,0.44655,0.59885,0.26755,0.036675,0.08375,0.087375,0.0332,0.42765,0.848225,0.378175,,0.663425,1.28125,14,Oct
18,AL,15-Oct,1.003725,0.68945,0.4733,0.30685,0.046725,0.1059,0.08505,0.0537,0.35715,0.69405,0.47495,,0.7132,1.37245,15,Oct
19,AL,16-Oct,1.3383,0.81945,0.499125,0.437025,0.07475,0.303325,0.085925,0.0894,0.4592,1.141475,0.7137,,1.019975,1.9428,16,Oct
20,AL,17-Oct,1.13978,0.65482,0.40978000000000003,0.23016,0.04676,0.2253,0.07814,0.09437999999999999,0.38232,0.80682,0.3445,,0.5995199999999999,1.44882,17,Oct
21,AL,8-Nov,2.62485,1.9878,1.443625,0.2381,0.034,0.08875,0.094225,0.068125,0.9942,0.8427,2.9068,,3.569975,2.817125,8,Nov
22,AL,9-Nov,2.1928,1.213325,1.08515,0.200475,0.025275,0.118825,0.1349,0.157325,0.710875,0.95465,2.524275,,2.99845,2.1528,9,Nov
23,AL,10-Nov,1.9245599999999998,1.4375200000000001,1.0609600000000001,0.21166,0.03628,0.13512000000000002,0.08062000000000001,0.11656,0.5929800000000001,0.89366,1.5001200000000001,,1.89562,2.31696,10,Nov
24,AL,11-Nov,1.8249,1.0523799999999999,0.73826,0.14674,0.0688,0.45493999999999996,0.0783,0.43586,0.78194,0.9118,1.70826,,2.2298400000000003,1.9496799999999999,11,Nov
25,AL,12-Nov,2.133,1.5406,1.024525,0.247525,0.045925,0.233225,0.08915,0.122725,0.7049,1.2367,1.509525,,1.9797,2.757625,12,Nov
26,AL,13-Nov,1.4853,1.47875,0.84925,0.219225,0.05505,0.2522,0.0835,0.218125,0.540375,0.7158,0.88285,,1.2433,2.183175,13,Nov
27,AL,14-Nov,2.0905,1.38645,0.921425,0.274375,0.042825,0.180875,0.089575,0.12455,0.55935,0.67935,1.101625,,1.4747,2.055,14,Nov
28,AL,15-Nov,0.869775,0.752875,0.438225,0.13415,0.03995,0.23295,0.063275,0.2718,0.338425,0.6561,0.3962,,0.621925,1.39855,15,Nov
29,AL,16-Nov,1.12526,0.99572,0.5918399999999999,0.4379,0.05566,0.14552,0.09096,0.09218,0.3545,0.9571200000000001,0.8246399999999999,,1.06108,1.9376400000000003,16,Nov
30,AL,17-Nov,1.3091,1.364,0.77125,0.22725,0.03645,0.12875,0.08595,0.07055,0.3296,0.8685,0.427975,,0.6478,2.2187,17,Nov
31,AL,8-Dec,2.0126,1.49396,1.04138,0.09736,0.03972,0.22612,0.06304,0.15264,0.8822,0.49868,2.27604,,2.86446,1.98472,8,Dec
32,AL,9-Dec,2.39052,2.38988,1.55986,0.11244000000000001,0.016,0.04904,0.11032,0.056179999999999994,0.67842,0.4659,1.8847,,2.3372,2.8483400000000003,9,Dec
33,AL,10-Dec,2.31335,2.46895,1.52005,0.15505,0.0241,0.10295,0.07145,0.09125,0.6226,0.524575,2.600175,,3.015475,2.985175,10,Dec
34,AL,11-Dec,1.80985,1.57295,1.067675,0.1161,0.024625,0.109175,0.065225,0.087125,0.793875,0.603025,1.42145,,1.950975,2.166375,11,Dec
35,AL,12-Dec,1.77175,1.337625,0.9586,0.1465,0.02845,0.124825,0.0686,0.088025,0.63425,0.5475,0.80185,,1.2249,1.87645,12,Dec
36,AL,13-Dec,1.80794,1.494,1.07752,0.10302,0.025639999999999996,0.14904,0.06396,0.1475,0.59226,0.50672,0.5737,,0.96872,1.9926599999999999,13,Dec
37,AL,14-Dec,1.93956,1.7883200000000001,1.1778600000000001,0.10608,0.01842,0.07537999999999999,0.06702000000000001,0.0605,0.5086,0.3495,0.59588,,0.93514,2.1322400000000004,14,Dec
38,AL,15-Dec,1.241775,0.894725,0.57985,0.113925,0.033775,0.208525,0.065175,0.1768,0.42845,0.6781,0.2887,,0.574475,1.56205,15,Dec
39,AL,16-Dec,1.2231,1.2739,0.70875,0.1413,0.025825,0.1256,0.064525,0.120025,0.322275,0.62405,0.54385,,0.7588,1.888025,16,Dec
40,AL,17-Dec,1.0348,2.024075,0.8354,0.263325,0.025675,0.042575,0.066775,0.038325,0.254,0.40925,0.363575,,0.5329999999999999,2.4268,17,Dec
41,AL,8-Feb,2.66355,1.891925,1.345175,0.166575,0.0337,0.15105,0.066975,0.06285,0.80605,1.114375,4.23905,,4.7767,2.9886,8,Feb
42,AL,9-Feb,2.183525,2.0437,1.1751,0.2326,0.051425,0.262775,0.089925,0.1075,0.968475,0.781575,2.775275,,3.421275,2.812875,9,Feb
43,AL,10-Feb,3.200875,2.72315,1.948175,0.159575,0.0178,0.0472,0.070175,0.041325,0.606025,0.47225,1.990775,,2.394975,3.18785,10,Feb
44,AL,11-Feb,2.730125,1.7245,1.276925,0.21855,0.0479,0.2659,0.09485,0.10615,0.868075,0.88625,2.07565,,2.65465,2.59665,11,Feb
45,AL,12-Feb,2.248575,1.5438,1.145025,0.1988,0.037775,0.156125,0.078575,0.058775,0.64945,0.596325,1.072975,,1.506175,2.130675,12,Feb
46,AL,13-Feb,1.767875,1.47675,1.069,0.124025,0.0159,0.044000000000000004,0.053075,0.045975,0.512025,0.579625,0.659475,,1.001,2.04715,13,Feb
47,AL,14-Feb,2.0563,1.702566667,1.100466667,0.2174,0.033566667,0.1546,0.0667,0.074666667,0.774466667,0.7729,1.236266667,,1.752866667,2.463166667,14,Feb
48,AL,15-Feb,2.432925,2.5174,1.504125,0.2031,0.03045,0.11795,0.0878,0.09725,0.8308,0.5579,1.24295,,1.79705,3.066375,15,Feb
49,AL,16-Feb,1.2124,1.1332,0.647425,0.264725,0.039475,0.157825,0.0619,0.174975,0.480675,0.679125,0.759525,,1.080175,1.801525,16,Feb
50,AL,17-Feb,1.247725,0.9454,0.4989,0.205825,0.058725,0.359375,0.077675,0.28175,0.2882,0.7612,0.7906,,0.98285,1.6945,17,Feb
51,AL,18-Feb,1.20935,1.062775,0.517925,0.127475,0.0498,0.338775,0.0965,0.19125,0.173475,0.47595,0.2525,,0.3682,1.53115,18,Feb
52,AL,8-Mar,4.13875,1.85895,1.8263,0.217075,0.048125,0.2224,0.073225,0.093975,0.7992,1.35875,3.83525,,4.368325,3.1961,8,Mar
53,AL,9-Mar,2.5324400000000002,1.1065200000000002,1.01268,0.18648,0.0597,0.32358000000000003,0.08432,0.17215999999999998,0.8046399999999999,1.07944,2.0309,,2.56758,2.1688,9,Mar
54,AL,10-Mar,3.0104599999999997,1.6398,1.47658,0.21778000000000003,0.03282,0.08202000000000001,0.1076,0.03358,0.66066,1.1732,1.9762400000000002,,2.4169,2.7943599999999997,10,Mar
55,AL,11-Mar,3.4208800000000004,1.1107799999999999,1.40142,0.18488,0.04904,0.26364,0.0854,0.11104000000000001,0.7729,1.09328,1.46298,,1.97852,2.18672,11,Mar
56,AL,12-Mar,2.541425,0.826775,0.83525,0.2087,0.084275,0.502425,0.132675,0.289625,0.566825,1.179325,0.79415,,1.17225,1.987325,12,Mar
57,AL,13-Mar,2.194966667,1.144933333,0.9710333329999999,0.203466667,0.035466667,0.138033333,0.064733333,0.0842,0.433666667,0.881466667,0.8109333329999999,,1.100166667,2.0124,13,Mar
58,AL,14-Mar,2.400825,1.459225,1.226875,0.238575,0.028475,0.069525,0.082625,0.041875,0.6239,1.19985,1.099775,,1.515925,2.64,14,Mar
59,AL,15-Mar,1.63432,0.84552,0.72592,0.17134000000000002,0.033,0.12094,0.06874,0.06534,0.48941999999999997,0.88874,0.54624,,0.8726799999999999,1.72012,15,Mar
60,AL,16-Mar,1.38248,0.8495799999999999,0.5666800000000001,0.2383,0.0505,0.25995999999999997,0.08862,0.15145999999999998,0.32051999999999997,0.67938,0.5049600000000001,,0.71872,1.5181799999999999,16,Mar
61,AL,17-Mar,1.196975,0.7476,0.47285,0.1925,0.046175,0.24995,0.080075,0.15715,0.297225,0.74085,0.739425,,0.937675,1.47665,17,Mar
62,AL,18-Mar,1.241375,1.151425,0.57855,0.30235,0.061525,0.211725,0.098225,0.1185,0.236875,0.636225,0.423625,,0.5816,1.77755,18,Mar
63,AL,8-Apr,3.8994199999999997,1.1122,1.5612,0.24484,0.0548,0.19644,0.09762,0.036000000000000004,0.9046,1.3905399999999999,2.8433599999999997,,3.4467,2.48062,8,Apr
64,AL,9-Apr,2.6157,0.855425,0.919025,0.249575,0.068225,0.354425,0.094825,0.2166,0.627375,0.96445,1.23005,,1.648525,1.80455,9,Apr
65,AL,10-Apr,2.652675,0.74785,0.939275,0.353775,0.0779,0.2324,0.167925,0.05615,0.615625,1.203325,1.3591,,1.769725,1.932075,10,Apr
66,AL,11-Apr,2.9469,0.8299333329999999,0.886933333,0.289233333,0.082533333,0.4282,0.13693333300000002,0.097633333,0.8122,0.9516,1.7251,,2.266833333,1.7664333330000002,11,Apr
67,AL,12-Apr,2.470525,0.7214,0.9073,0.3065,0.061375,0.19505,0.105825,0.09775,0.56435,1.176925,0.62755,,1.004,1.879575,12,Apr
68,AL,13-Apr,1.7542400000000002,0.7001,0.60268,0.19505999999999998,0.05316,0.26061999999999996,0.09112,0.08356,0.48118,0.8275,0.4251,,0.7460399999999999,1.51444,13,Apr
69,AL,14-Apr,2.01314,0.65572,0.76062,0.24094000000000002,0.0482,0.20392000000000002,0.09427999999999999,0.08266,0.5609,0.94852,0.9924799999999999,,1.3666,1.58914,14,Apr
70,AL,15-Apr,1.77465,0.529625,0.67845,0.207925,0.03885,0.116525,0.094975,0.03625,0.401675,0.92395,0.512475,,0.7804,1.438875,15,Apr
71,AL,16-Apr,1.26135,0.548075,0.440625,0.278775,0.0481,0.18145,0.08845,0.0755,0.328475,0.88405,0.339475,,0.558525,1.41805,16,Apr
72,AL,17-Apr,1.2284,0.7497,0.425625,0.229725,0.06545,0.357275,0.108375,0.180225,0.32755,0.61715,0.45095,,0.6694,1.357025,17,Apr
73,AL,18-Apr,1.171525,0.607525,0.4971,0.265475,0.042875,0.1036,0.08035,0.05495,0.175375,0.762875,0.32375,,0.440725,1.35825,18,Apr
74,AL,8-May,4.5533,0.4117,1.56675,0.2653,0.051575,0.128,0.110475,0.032275,1.023225,1.685225,1.99455,,2.67705,2.0701,8,May
75,AL,9-May,3.00195,0.632225,1.10145,0.1688,0.0515,0.253825,0.0889,0.16155,0.778625,0.968,0.871125,,1.3905,1.58485,9,May
76,AL,10-May,3.58815,0.639225,1.25455,0.22215,0.05655,0.273075,0.141075,0.03925,0.78265,1.147625,1.35195,,1.873975,1.768625,10,May
77,AL,11-May,3.910166667,0.484566667,1.422233333,0.3075,0.058833333,0.2045,0.1392,0.032333333,0.888266667,1.425966667,0.9076,,1.5000666669999998,1.887866667,11,May
78,AL,12-May,2.89092,0.40996000000000005,1.02778,0.22804000000000002,0.04528,0.12418,0.10354000000000001,0.03408,0.45783999999999997,1.3408200000000001,0.40226,,0.7076399999999999,1.72948,12,May
79,AL,13-May,2.49645,0.560125,0.7786,0.240675,0.06085,0.2844,0.098875,0.03725,0.785075,0.917575,0.8399,,1.363525,1.4631,13,May
80,AL,14-May,2.5429,0.641725,0.715425,0.287425,0.072575,0.333775,0.10985,0.061625,0.824025,1.0527,0.6728,,1.22245,1.677725,14,May
81,AL,15-May,1.868,0.661425,0.6366,0.232725,0.062575,0.30065,0.1072,0.14045,0.3387,0.936075,0.316575,,0.542475,1.58265,15,May
82,AL,16-May,1.550375,0.39625,0.5659,0.267525,0.044125,0.136225,0.091575,0.032275,0.27715,0.9831,0.28275,,0.4676,1.363725,16,May
83,AL,17-May,1.21252,0.39511999999999997,0.45552,0.23404,0.04058,0.11406,0.0832,0.06752000000000001,0.21116,0.77154,0.35856,,0.49943999999999994,1.15438,17,May
84,AL,18-May,1.2484600000000001,0.39392,0.45518000000000003,0.27604,0.04738,0.1451,0.09442,0.04874,0.27134,0.9031799999999999,0.18832000000000002,,0.36928,1.28272,18,May
85,AL,8-Jun,4.135675,0.318325,1.381275,0.340325,0.060875,0.1583,0.13305,0.03185,1.14255,1.705525,1.780175,,2.54225,1.99675,8,Jun
86,AL,9-Jun,3.5344599999999997,0.26352,1.2778200000000002,0.29204,0.044360000000000004,0.09387999999999999,0.11274,0.0324,0.52468,1.3181200000000002,0.67218,,1.0221799999999999,1.56064,9,Jun
87,AL,10-Jun,3.6530400000000003,0.26064,1.29342,0.16732,0.0428,0.17534,0.11452000000000001,0.03204,0.6869,1.4558,0.91956,,1.3777,1.6933,10,Jun
88,AL,11-Jun,3.06455,0.289725,1.123175,0.20005,0.040525,0.12365,0.17305,0.0325,0.83355,1.31555,0.762225,,1.31815,1.584375,11,Jun
89,AL,12-Jun,2.722225,0.3194,1.063,0.2922,0.04465,0.12225,0.1058,0.032,0.507275,1.326975,0.616775,,0.9551,1.62525,12,Jun
90,AL,13-Jun,2.50595,0.364725,0.81365,0.24815,0.0487,0.1192,0.104825,0.032025,0.667,1.08575,0.4881,,0.933025,1.4332,13,Jun
91,AL,14-Jun,2.338775,0.2963,0.69085,0.215675,0.049125,0.13785,0.123375,0.04025,0.527175,0.999975,0.5012,,0.85285,1.2804,14,Jun
92,AL,15-Jun,2.1017799999999998,0.5042399999999999,0.6398199999999999,0.3087,0.06022,0.19212,0.1139,0.037860000000000005,0.42936,1.03734,0.2591,,0.5454600000000001,1.52508,15,Jun
93,AL,16-Jun,1.534425,0.535775,0.548325,0.33925,0.0653,0.25555,0.1077,0.086725,0.37105,1.11465,0.30035,,0.547825,1.632675,16,Jun
94,AL,17-Jun,1.26315,0.37125,0.39915,0.20105,0.042925,0.158725,0.0898,0.0444,0.172575,0.68255,0.152725,,0.267875,1.042925,17,Jun
95,AL,18-Jun,1.210025,0.367575,0.384125,0.2622,0.047075,0.11795,0.0966,0.0356,0.236175,0.853075,0.131975,,0.2895,1.2071,18,Jun
96,AL,8-Jul,5.434159999999999,0.2134,1.953,0.23018000000000002,0.04406,0.09312000000000001,0.11652,0.03196,1.22274,1.85572,1.7136200000000001,,2.5292,2.03962,8,Jul
97,AL,9-Jul,3.098375,0.274325,1.103625,0.19699999999999998,0.0384,0.081825,0.0961,0.032125,0.59345,1.00185,0.49105,,0.886925,1.260225,9,Jul
98,AL,10-Jul,3.53365,0.42345,1.104625,0.260375,0.060975,0.208525,0.133925,0.032575,0.64195,1.172425,0.810125,,1.2383,1.57725,10,Jul
99,AL,11-Jul,4.281075,0.38695,1.477525,0.158625,0.051775,0.2651,0.12465,0.046625,0.67965,1.395825,0.629825,,1.08315,1.760625,11,Jul
100,AL,12-Jul,2.77202,0.35252,0.8295600000000001,0.25704,0.05836,0.18068,0.129,0.033,0.63476,1.26126,0.50488,,0.9282799999999999,1.5937,12,Jul
101,AL,13-Jul,2.10006,0.2514,0.78922,0.12552,0.0289,0.09776,0.08216,0.04276,0.44823999999999997,0.7782600000000001,0.28168000000000004,,0.58068,1.01728,13,Jul
102,AL,14-Jul,2.45428,0.28966,0.853,0.3105,0.04384,0.0688,0.12005999999999999,0.03292,0.4349,0.9172799999999999,0.3697,,0.65978,1.19234,14,Jul
103,AL,15-Jul,2.089325,0.5036,0.6503,0.3551,0.064025,0.1781,0.125725,0.032775,0.316475,1.049425,0.35075,,0.561825,1.53635,15,Jul
104,AL,16-Jul,1.417475,0.30095,0.39835,0.1717,0.043675,0.17095,0.0895,0.0322,0.2783,0.971125,0.231125,,0.416775,1.2566,16,Jul
105,AL,17-Jul,1.432125,0.19765,0.49265,0.260275,0.038275,0.055625,0.10465,0.032675,0.23425,0.85865,0.1994,,0.35565,1.042675,17,Jul
106,AL,18-Jul,1.21266,0.23285999999999998,0.48546000000000006,0.20851999999999998,0.033780000000000004,0.0485,0.10344,0.0322,0.17602,0.7701600000000001,0.13968,,0.2571,0.99082,18,Jul
107,AL,8-Aug,6.05505,0.309075,2.11265,0.2292,0.045425,0.1535,0.08355,0.0557,1.28675,1.5704,2.53755,,3.395875,1.854475,8,Aug
108,AL,9-Aug,3.440475,0.2578,1.14455,0.170875,0.038325,0.123125,0.108525,0.0387,0.63995,1.006575,0.834175,,1.261,1.24835,9,Aug
109,AL,10-Aug,3.9438199999999997,0.2723,1.4621,0.1908,0.040080000000000005,0.1299,0.10066,0.038419999999999996,0.8645799999999999,1.24574,1.14374,,1.7204,1.49822,10,Aug
110,AL,11-Aug,4.0574,0.28428000000000003,1.62856,0.24111999999999997,0.03762,0.08152000000000001,0.10138,0.03308,0.7038,1.416,0.86054,,1.32994,1.6778,11,Aug
111,AL,12-Aug,2.758275,0.40715,0.9789,0.190575,0.045025,0.1551,0.10755,0.089325,0.5660000000000001,1.05285,0.27825,,0.6558,1.44325,12,Aug
112,AL,13-Aug,2.423725,0.2847,0.918325,0.156575,0.0297,0.076725,0.097875,0.033325,0.423025,0.864275,0.26695,,0.549125,1.135225,13,Aug
113,AL,14-Aug,2.3394,0.422825,0.7736,0.265525,0.050875,0.169275,0.1098,0.038825,0.3857,0.842025,0.3469,,0.604175,1.25145,14,Aug
114,AL,15-Aug,1.8537,0.322425,0.67955,0.174975,0.027725,0.069275,0.091075,0.032275,0.3719,0.8081,0.3559,,0.60395,1.117675,15,Aug
115,AL,16-Aug,1.42896,0.30614,0.5297,0.16666,0.03442,0.13032,0.08202000000000001,0.03822,0.32752,0.91464,0.2959,,0.51436,1.2062,16,Aug
116,AL,17-Aug,1.53546,0.33211999999999997,0.57938,0.26608000000000004,0.04174,0.10545999999999998,0.0997,0.037239999999999995,0.23281999999999997,0.83362,0.29775999999999997,,0.45299999999999996,1.15248,17,Aug
117,AL,18-Aug,1.4562333330000001,0.304333333,0.547566667,0.227233333,0.040033333,0.107333333,0.11426666699999999,0.036033333,0.2339,0.826,0.1598,,0.315766667,1.1172,18,Aug
118,AL,8-Sep,4.8474,0.53054,1.6463599999999998,0.27764,0.05636,0.2234,0.09576,0.04174,0.8167800000000001,1.6877799999999998,2.6398200000000003,,3.18458,2.19148,8,Sep
119,AL,9-Sep,3.4689400000000004,0.5040600000000001,1.39554,0.13374,0.026680000000000002,0.08367999999999999,0.11344000000000001,0.034319999999999996,0.7610600000000001,0.9898,0.89818,,1.40584,1.47812,9,Sep
120,AL,10-Sep,3.0867,0.504675,1.21205,0.256225,0.047175,0.121025,0.11115,0.0381,0.5670000000000001,1.050825,1.189425,,1.5676,1.538775,10,Sep
121,AL,11-Sep,2.2327,0.461975,0.9264,0.241975,0.034275,0.0454,0.1023,0.032725,0.489575,0.981525,0.55295,,0.879475,1.42785,11,Sep
122,AL,12-Sep,2.2422,0.448575,0.83655,0.227825,0.04365,0.12545,0.088275,0.04445,0.681275,0.9386,0.66505,,1.11945,1.37225,12,Sep
123,AL,13-Sep,2.61785,0.289025,1.009725,0.1902,0.032975,0.087925,0.090725,0.032325,0.4552,1.204725,0.33815,,0.6418,1.474575,13,Sep
124,AL,14-Sep,2.11136,0.3445,0.77168,0.17554,0.030039999999999997,0.09734,0.07942,0.0372,0.38452,0.74142,0.24941999999999998,,0.5058600000000001,1.0741399999999999,14,Sep
125,AL,15-Sep,1.44364,0.36994,0.55424,0.14982,0.02692,0.08686,0.08417999999999999,0.03258,0.43386,0.8330799999999999,0.4122,,0.70158,1.18976,15,Sep
126,AL,16-Sep,1.322425,0.323775,0.5586,0.278475,0.0374,0.0748,0.093675,0.032575,0.30265,1.025225,0.249175,,0.45105,1.332725,16,Sep
127,AL,17-Sep,1.392975,0.35745,0.545875,0.2582,0.041075,0.08035,0.0969,0.080775,0.315825,0.82955,0.337,,0.547675,1.1738,17,Sep
128,AR,8-Jan,1.12716,0.77779,0.45315,0.09698999999999999,0.026060000000000003,0.15527,0.052289999999999996,0.09007000000000001,0.26329,0.83165,0.56252,,0.73815,1.5962100000000001,8,Jan
129,AR,9-Jan,1.047475,0.8902375,0.486975,0.1938625,0.02195,0.0909375,0.0809625,0.033675,0.3132625,0.94955,0.832125,,1.041075,1.824725,9,Jan
130,AR,10-Jan,1.3277375,0.8825125,0.65885,0.0728625,0.0128875,0.0678625,0.0617375,0.0272625,0.3060625,0.9864,0.7298875,,0.93405,1.853225,10,Jan
131,AR,11-Jan,1.361175,1.3090375,0.7753625,0.1153125,0.0135625,0.0560375,0.0785125,0.034925,0.2818625,0.862675,0.7073875,,0.8953875,2.158,11,Jan
132,AR,12-Jan,1.07324,0.56291,0.38511999999999996,0.19744,0.02719,0.12384,0.06635,0.09804,0.25966999999999996,0.71831,0.45538999999999996,,0.6286,1.26979,12,Jan
133,AR,13-Jan,0.927,0.736044444,0.47137777799999997,0.10747777800000001,0.018666666999999998,0.09552222199999999,0.058466667,0.045855556,0.27041111100000004,0.7907888890000001,0.431977778,,0.6123333329999999,1.5142666669999998,13,Jan
134,AR,14-Jan,0.5473875,0.4257,0.2477875,0.1898625,0.0204875,0.0629,0.047,0.0345625,0.230825,0.605275,0.5067375,,0.660725,1.0213625,14,Jan
135,AR,15-Jan,0.810314286,0.523642857,0.382142857,0.161342857,0.017071429,0.032414286,0.043014286,0.027042857000000003,0.33318571399999997,0.8154,0.4424,,0.664642857,1.326071429,15,Jan
136,AR,16-Jan,0.8097125,0.5505375,0.3617375,0.08855,0.014625,0.08285,0.0397375,0.039475,0.209675,0.6692875,0.4042625,,0.5441375,1.209225,16,Jan
137,AR,17-Jan,0.8351555559999999,0.445755556,0.303366667,0.09392222199999999,0.024744443999999997,0.15203333300000002,0.043466667,0.13212222199999998,0.21524444399999998,0.446977778,0.38223333299999995,,0.525788889,0.8856444440000001,17,Jan
138,AR,18-Jan,0.58757,0.5655899999999999,0.24745,0.1718,0.02282,0.09732,0.0527,0.044610000000000004,0.16012,0.52505,0.33910999999999997,,0.4459,1.08227,18,Jan
139,AR,8-Oct,1.5591875,0.1822125,0.5030125,0.1971,0.0276375,0.079025,0.1029,0.0591,0.2305625,0.81095,0.4321375,,0.5859375,0.980275,8,Oct
140,AR,9-Oct,0.933775,0.1957875,0.3235125,0.1108375,0.020125,0.0644125,0.0580625,0.032275,0.1283375,0.419375,0.261025,,0.346625,0.6085125,9,Oct
141,AR,10-Oct,1.3098125,0.21785,0.4087875,0.265875,0.0339125,0.0695,0.08445,0.0366875,0.1913125,0.6203875,0.4515,,0.579125,0.82835,10,Oct
142,AR,11-Oct,1.1861125,0.216525,0.3549375,0.23745,0.0355125,0.100575,0.07165,0.0384375,0.1745125,0.6249875,0.3189625,,0.4353625,0.8315625,11,Oct
143,AR,12-Oct,1.18147,0.29857,0.36021,0.29431999999999997,0.03977,0.0906,0.08344,0.04197,0.21761999999999998,0.59947,0.29491999999999996,,0.44008,0.88851,12,Oct
144,AR,13-Oct,1.1792714290000001,0.19992857100000003,0.39971428600000003,0.20127142899999997,0.026185714,0.06501428599999999,0.077514286,0.031042857000000004,0.202928571,0.4666,0.29842857100000003,,0.4338,0.6591428570000001,13,Oct
145,AR,14-Oct,1.0820125,0.20715,0.3227375,0.3456625,0.0388875,0.0782375,0.076175,0.0385625,0.1462125,0.5621875,0.356275,,0.453825,0.760425,14,Oct
146,AR,15-Oct,0.83465,0.2257125,0.2597875,0.3071375,0.03715,0.0706875,0.0645,0.0484375,0.1677875,0.5501,0.476325,,0.5882375,0.7670625,15,Oct
147,AR,16-Oct,1.0664125,0.1851,0.28115,0.257275,0.0376375,0.120775,0.0765125,0.0261375,0.16815,0.6526875,0.357575,,0.46975,0.827425,16,Oct
148,AR,17-Oct,0.9540799999999999,0.26879000000000003,0.25897,0.27769,0.04349,0.16118,0.06396,0.03914,0.11427999999999999,0.49368,0.2734,,0.34961,0.75463,17,Oct
149,AR,8-Nov,1.0861125,0.4764625,0.4018375,0.217,0.0259125,0.0674,0.115925,0.043125,0.297375,0.8095375,0.4667625,,0.6650875,1.273125,8,Nov
150,AR,9-Nov,1.51215,0.284975,0.4992125,0.1577,0.02435,0.080225,0.0795875,0.0355625,0.2055,0.8163375,0.5377375,,0.6748,1.0883625,9,Nov
151,AR,10-Nov,1.06532,0.35825999999999997,0.36829,0.18112999999999999,0.025169999999999998,0.10449000000000001,0.06727999999999999,0.05621,0.18181,0.6411399999999999,0.45731000000000005,,0.57858,0.9892,10,Nov
152,AR,11-Nov,1.13963,0.47888000000000003,0.3794,0.16807,0.043039999999999995,0.23543000000000003,0.05876,0.1663,0.21914,0.5102399999999999,0.31821,,0.46436000000000005,0.9810200000000001,11,Nov
153,AR,12-Nov,1.045875,0.322175,0.34615,0.2226,0.0304125,0.1082,0.07975,0.047525,0.22955,0.700175,0.4461,,0.5992125,1.0112,12,Nov
154,AR,13-Nov,0.9029625,0.48275,0.3779625,0.1519125,0.0247875,0.095775,0.0541625,0.03065,0.219125,0.5328,0.335175,,0.481325,1.0071,13,Nov
